Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.uploadGosiCert,رفع شهادة GOSI,Upload GOSI Certificate,client/src/lib/i18n.tsx,3605,,,Latin words inside Arabic string
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.uploadHeader,رفع صورة الغلاف,Upload Header Image,client/src/lib/i18n.tsx,3614,One line preferred,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.uploadLogo,رفع الشعار (512x512 كحد أدنى),Upload Logo (512x512 min),client/src/lib/i18n.tsx,3612,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.uploadNatAddressCert,رفع شهادة العنوان الوطني,Upload National Address Certificate,client/src/lib/i18n.tsx,3606,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.uploadVatCert,رفع شهادة ضريبة القيمة المضافة,Upload VAT Certificate,client/src/lib/i18n.tsx,3604,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.visibleToRequesters,مرئي لأصحاب الطلبات,Visible to Requesters,client/src/lib/i18n.tsx,3608,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.badgeApplied,مُتقدّم,Applied,client/src/lib/i18n.tsx,3545,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.badgeInvited,مدعو,Invited,client/src/lib/i18n.tsx,3544,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.badgeVerified,موثّق,Verified,client/src/lib/i18n.tsx,3543,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.buttonApprove,قبول,Approve,client/src/lib/i18n.tsx,3556,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.buttonReject,رفض,Reject,client/src/lib/i18n.tsx,3555,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.buttonView,عرض,View,client/src/lib/i18n.tsx,3554,,,
8. Vendor journey,vendorsBase,various,Empty state,vendorsBase.emptyNoVendors,لا يوجد موردون بعد,No vendors yet,client/src/lib/i18n.tsx,3539,,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.emptyNoVendorsDesc,سيظهر موردوك المعتمدون هنا. ادعُ موردين أو راجع طلبات الانضمام لبناء قاعدتك.,Your approved vendors will appear here. Invite vendors or review join requests to build your base.,client/src/lib/i18n.tsx,3541,,,
8. Vendor journey,vendorsBase,various,Empty state,vendorsBase.emptyNoVendorsSearch,لم يُعثر على موردين,No vendors found,client/src/lib/i18n.tsx,3540,,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.emptyNoVendorsSearchDesc,حاول تعديل مصطلحات البحث,Try adjusting your search terms,client/src/lib/i18n.tsx,3542,,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.historyDesc,عرض جميع طلبات الموردين السابقة,View all past vendor applications,client/src/lib/i18n.tsx,3558,,,
8. Vendor journey,vendorsBase,various,Heading / title,vendorsBase.historyTitle,سجل الطلبات,Request History,client/src/lib/i18n.tsx,3557,One line preferred,,
8. Vendor journey,vendorsBase,various,Empty state,vendorsBase.noHistory,لا توجد طلبات انضمام بعد,No join requests yet,client/src/lib/i18n.tsx,3559,,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.pageDesc,إدارة الموردين المعتمدين ومراجعة الطلبات الجديدة,Manage your approved vendors and review new applications,client/src/lib/i18n.tsx,3535,,,
8. Vendor journey,vendorsBase,various,Heading / title,vendorsBase.pageTitle,قاعدة الموردين,Vendors Base,client/src/lib/i18n.tsx,3534,One line preferred,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.pendingRequestsDesc,راجع واعتمد الموردين الراغبين في الانضمام لشبكتك,Review and approve vendors requesting to join your network,client/src/lib/i18n.tsx,3549,,,
8. Vendor journey,vendorsBase,various,Heading / title,vendorsBase.pendingRequestsTitle,الطلبات المعلقة ({count}),Pending Requests ({count}),client/src/lib/i18n.tsx,3548,One line preferred,{count},
8. Vendor journey,vendorsBase,various,Form label,vendorsBase.ratingLabel,التقييم:,Rating:,client/src/lib/i18n.tsx,3546,,,
8. Vendor journey,vendorsBase,various,Placeholder,vendorsBase.searchPlaceholder,ابحث عن الموردين بالاسم أو الشركة أو الفئة...,"Search vendors by name, company, or category...",client/src/lib/i18n.tsx,3538,Must fit input width (1 line),,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.statusNotVerified,غير موثّق,Not Verified,client/src/lib/i18n.tsx,3553,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.statusUnderReview,قيد المراجعة,Under Review,client/src/lib/i18n.tsx,3552,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.statusVerified,موثّق,Verified,client/src/lib/i18n.tsx,3551,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.tabJoinRequests,طلبات الانضمام,Join Requests,client/src/lib/i18n.tsx,3537,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.tabVendors,الموردون ({count}),Vendors ({count}),client/src/lib/i18n.tsx,3536,,{count},
8. Vendor journey,vendorsBase,various,Notification,vendorsBase.toastApproved,تمت الموافقة على الطلب,Request approved,client/src/lib/i18n.tsx,3560,Toast — ~2 lines max,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.toastApprovedDesc,تمت إضافة المورد إلى قاعدتك,Vendor has been added to your base,client/src/lib/i18n.tsx,3561,,,
8. Vendor journey,vendorsBase,various,Error message,vendorsBase.toastApproveError,فشل القبول,Failed to approve,client/src/lib/i18n.tsx,3562,,,
8. Vendor journey,vendorsBase,various,Notification,vendorsBase.toastRejected,تم رفض الطلب,Request rejected,client/src/lib/i18n.tsx,3563,Toast — ~2 lines max,,
8. Vendor journey,vendorsBase,various,Helper text,vendorsBase.toastRejectedDesc,تم رفض طلب تقديم المورد,Vendor application has been declined,client/src/lib/i18n.tsx,3564,,,
8. Vendor journey,vendorsBase,various,Error message,vendorsBase.toastRejectError,فشل الرفض,Failed to reject,client/src/lib/i18n.tsx,3565,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.unknownVendor,مورد غير معروف,Unknown Vendor,client/src/lib/i18n.tsx,3550,,,
8. Vendor journey,vendorsBase,various,Text,vendorsBase.viewProfile,عرض الملف,View Profile,client/src/lib/i18n.tsx,3547,,,
8. Vendor journey,vendorStatus,various,Helper text,vendorStatus.accountStatusDesc,تتبع حالة التحقق وإدارة ملف المورد الخاص بك,Track your verification status and manage your vendor profile,client/src/lib/i18n.tsx,3569,,,
8. Vendor journey,vendorStatus,various,Heading / title,vendorStatus.accountStatusTitle,حالة الحساب,Account Status,client/src/lib/i18n.tsx,3568,One line preferred,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.badgeNotVerified,غير موثّق,Not Verified,client/src/lib/i18n.tsx,3572,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.badgeUnderReview,قيد المراجعة,Under Review,client/src/lib/i18n.tsx,3571,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.badgeVerified,موثّق,Verified,client/src/lib/i18n.tsx,3570,,,
8. Vendor journey,vendorStatus,various,Long copy / paragraph,vendorStatus.descDefault,تحتاج إلى تقديم نموذج التأهيل المسبق للمورد مع جميع وثائق الامتثال المطلوبة للبدء في استلام دعوات المناقصات.,You need to submit your vendor pre-qualification form with all required compliance documents to start receiving tender invitations.,client/src/lib/i18n.tsx,3578,,,
8. Vendor journey,vendorStatus,various,Long copy / paragraph,vendorStatus.descUnderReview,يراجع فريقنا حالياً وثائق الامتثال وملف الشركة الخاص بك. يستغرق هذا عادةً من 1 إلى 3 أيام عمل. ستُخطر عند اكتمال المراجعة.,Our team is currently reviewing your compliance documents and company profile. This typically takes 1-3 business days. You'll be notified once the review is complete.,client/src/lib/i18n.tsx,3576,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.descVerified,تمت مراجعة ملف المورد الخاص بك والموافقة عليه. يمكنك الآن استلام دعوات المناقصات وتقديم العروض.,Your vendor profile has been reviewed and approved. You can now receive tender invitations and submit proposals.,client/src/lib/i18n.tsx,3574,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.editProfile,تعديل الملف,Edit Profile,client/src/lib/i18n.tsx,3584,,,
8. Vendor journey,vendorStatus,various,Heading / title,vendorStatus.lastUpdatedTitle,آخر تحديث,Last Updated,client/src/lib/i18n.tsx,3579,One line preferred,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.notAvailable,غير متاح,Not available,client/src/lib/i18n.tsx,3580,,,
8. Vendor journey,vendorStatus,various,Helper text,vendorStatus.quickActionsDesc,إدارة ملف المورد والامتثال الخاص بك,Manage your vendor profile and compliance,client/src/lib/i18n.tsx,3583,,,
8. Vendor journey,vendorStatus,various,Heading / title,vendorStatus.quickActionsTitle,إجراءات سريعة,Quick Actions,client/src/lib/i18n.tsx,3582,One line preferred,,
8. Vendor journey,vendorStatus,various,Heading / title,vendorStatus.reviewerNoteTitle,ملاحظة المراجع,Reviewer Note,client/src/lib/i18n.tsx,3581,One line preferred,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.titleDefault,أكمل ملفك للحصول على التوثيق,Complete Your Profile to Get Verified,client/src/lib/i18n.tsx,3577,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.titleUnderReview,ملفك قيد المراجعة,Your Profile is Under Review,client/src/lib/i18n.tsx,3575,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.titleVerified,حسابك موثّق,Your Account is Verified,client/src/lib/i18n.tsx,3573,,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.updateCompliance,تحديث الامتثال,Update Compliance,client/src/lib/i18n.tsx,3585,,,
8. Vendor journey,vendorStatus,various,Long copy / paragraph,vendorStatus.whatsNextDefault,أكمل نموذج التأهيل المسبق للمورد مع جميع الوثائق المطلوبة للحصول على التوثيق والبدء في استلام دعوات المناقصات.,Complete your vendor pre-qualification form with all required documents to get verified and start receiving tender invitations.,client/src/lib/i18n.tsx,3588,,,
8. Vendor journey,vendorStatus,various,Heading / title,vendorStatus.whatsNextTitle,ما التالي؟,What's Next?,client/src/lib/i18n.tsx,3586,One line preferred,,
8. Vendor journey,vendorStatus,various,Text,vendorStatus.whatsNextUnderReview,وثائقك قيد المراجعة. ستتلقى إشعاراً بالبريد الإلكتروني عند اكتمال المراجعة.,Your documents are being reviewed. You'll receive an email notification once the review is complete.,client/src/lib/i18n.tsx,3587,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.about,عن الشركة,About,client/src/lib/i18n.tsx,3114,,,
Unmapped — manual review,companyProfileEditor,?,Helper text,companyProfileEditor.aboutDesc,مقدّمة موجزة للعملاء المحتملين. استهدف 2-4 جمل.,A short pitch for potential clients. Aim for 2–4 sentences.,client/src/lib/i18n.tsx,3115,,,
Unmapped — manual review,companyProfileEditor,?,Placeholder,companyProfileEditor.aboutPlaceholder,أخبر العملاء المحتملين بما تفعله، ومن تخدم، وما الذي يميّزك...,"Tell potential clients what you do, who you serve, and what makes you different...",client/src/lib/i18n.tsx,3116,Must fit input width (1 line),,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addCertification,إضافة شهادة,Add certification,client/src/lib/i18n.tsx,3166,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addImageToProject,إضافة صورة,Add image,client/src/lib/i18n.tsx,3154,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addPolicy,إضافة وثيقة,Add policy,client/src/lib/i18n.tsx,3177,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addProject,إضافة مشروع,Add a Project,client/src/lib/i18n.tsx,3150,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addProjectImage,إضافة صورة,Add image,client/src/lib/i18n.tsx,3153,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.addService,أضف خدمة...,Add a service...,client/src/lib/i18n.tsx,3142,,,
Unmapped — manual review,companyProfileEditor,?,Success message,companyProfileEditor.allChangesSaved,تم حفظ جميع التغييرات,All changes saved,client/src/lib/i18n.tsx,3207,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.attachDocument,إرفاق مستند,Attach document,client/src/lib/i18n.tsx,3168,,,
Unmapped — manual review,companyProfileEditor,?,Placeholder,companyProfileEditor.availabilityNotePlaceholder,مثال: متاح من مايو 2026، أو مشغول حتى الربع الثالث,"e.g. Available from May 2026, or booked until Q3",client/src/lib/i18n.tsx,3121,Must fit input width (1 line),,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.availAccepting,نستقبل مشاريع,Accepting projects,client/src/lib/i18n.tsx,3088,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.availBooked,مشغولون حاليًا,Currently booked,client/src/lib/i18n.tsx,3090,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.availLimited,سعة محدودة,Limited capacity,client/src/lib/i18n.tsx,3089,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.aWhileAgo,قبل فترة,a while ago,client/src/lib/i18n.tsx,3212,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.backToSettings,رجوع إلى الإعدادات,Back to Settings,client/src/lib/i18n.tsx,3064,,,
Unmapped — manual review,companyProfileEditor,?,Helper text,companyProfileEditor.brochureInvalidDesc,يجب أن يكون الكتيب بصيغة PDF أو JPG أو PNG.,"Brochure must be PDF, JPG, or PNG.",client/src/lib/i18n.tsx,3230,,,
Unmapped — manual review,companyProfileEditor,?,Helper text,companyProfileEditor.brochureTooLargeDesc,يجب أن يكون الكتيب أقل من 50 ميجابايت.,Brochure must be under 50MB.,client/src/lib/i18n.tsx,3231,,,
Unmapped — manual review,companyProfileEditor,?,Text,companyProfileEditor.brochureUploaded,تم رفع الكتيب,Brochure uploaded,client/src/lib/i18n.tsx,3190,,,
Unmapped — manual review,companyProfileEditor,?,Notification,companyProfileEditor.brochureUploadedToast,تم رفع الكتيب,Brochure uploaded,client/src/lib/i18n.tsx,3220,Toast — ~2 lines max,,
Unmapped — manual review,companyProfileEditor,?,Button / CTA,companyProfileEditor.cancel,إلغاء,Cancel,client/src/lib/i18n.tsx,3152,Button width — aim ≤ 25 chars,,
